ScatID,curated_species,common_name,order,family,genus,species,new_host,site,type
D.06.25.23.C13,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C13,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C13,Elgaria multicarinata,california alligator lizard,Squamata,Anguidae,Elgaria,multicarinata,Coyote,Dangermond,host and prey
D.06.25.23.C15,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C15,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C15,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,Dangermond,host and prey
D.06.25.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C2,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.25.23.C2,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.25.23.C2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,Dangermond,host and prey
D.06.25.23.C2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Coyote,Dangermond,host and prey
D.06.25.23.C3,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C3,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.C3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C3,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.25.23.C3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.25.23.C4,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C4,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.C4,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C4,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.25.23.C5,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C5,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C5,Elgaria multicarinata,california alligator lizard,Squamata,Anguidae,Elgaria,multicarinata,Coyote,Dangermond,host and prey
D.06.25.23.C6,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C6,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.C6,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C6,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.25.23.C6,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.25.23.C7,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C7,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.C7,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.C7,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.25.23.C8,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.C8,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.C8,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.25.23.C9,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,only host ID
D.06.25.23.unk2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.unk2,Zalophus californianus,california sea lion,Carnivora,Otariidae,Zalophus,californianus,Coyote,Dangermond,host and prey
D.06.25.23.P2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.25.23.P2,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.25.23.P2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.25.23.P2,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.06.25.23.P2,Urile pelagicus,pelagic cormorant,Suliformes,Phalacrocoracidae,Urile,pelagicus,Coyote,Dangermond,host and prey
D.06.25.23.P2,Anthrenus sp,carpet beetle,Coleoptera,Dermestidae,Anthrenus,NA,Coyote,Dangermond,host and prey
D.06.25.23.P2,Creophilus sp,rove beetle,Coleoptera,Staphylinidae,Creophilus,NA,Coyote,Dangermond,host and prey
D.06.26.23.B1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.26.23.B1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.26.23.B2,Callipepla californica,california quail,Galliformes,Odontophoridae,Callipepla,californica,Coyote,Dangermond,host and prey
D.06.26.23.B2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.26.23.B2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.26.23.B2,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,Dangermond,host and prey
D.06.26.23.B2,Callipepla californica,california quail,Galliformes,Odontophoridae,Callipepla,NA,Coyote,Dangermond,host and prey
D.06.26.23.B2,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.26.23.B3,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.26.23.B3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.26.23.B3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.26.23.B3,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.26.23.F1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.26.23.F1,Alosa sapidissima,american shad,Clupeiformes,Clupeidae,Alosa,sapidissima,Coyote,Dangermond,host and prey
D.06.26.23.F1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.26.23.F1,Anchoa ischana,sharpnose anchovy,Clupeiformes,Engraulidae,Anchoa,ischana,Coyote,Dangermond,host and prey
D.06.26.23.P2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.26.23.P2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.26.23.P2,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.27.23.B1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.27.23.B1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.27.23.B1,Melanerpes formicivorus,acorn woodpecker,Piciformes,Picidae,Melanerpes,formicivorus,Coyote,Dangermond,host and prey
D.06.27.23.B1,Dryobates pubescens,downy woodpecker,Piciformes,Picidae,Dryobates,pubescens,Coyote,Dangermond,host and prey
D.06.27.23.B2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.27.23.B2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.27.23.B2,Anadara sp,clam,Arcida,Arcidae,Anadara,NA,Coyote,Dangermond,host and prey
D.06.27.23.B2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Coyote,Dangermond,host and prey
D.06.27.23.B3,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.27.23.B3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.27.23.B3,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.27.23.B3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.27.23.B4,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.27.23.B4,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.06.27.23.B4,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Bobcat,Dangermond,host and prey
D.06.27.23.B4,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.06.27.23.UNK1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.06.27.23.U1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.06.28.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.28.23.B1,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Bobcat,Dangermond,host and prey
D.06.28.23.B10,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.B2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.B3,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.28.23.B3,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.06.28.23.B3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.06.28.23.B4,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.28.23.B4,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.06.28.23.B5,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.B5,Mephitis mephitis,striped skunk,Carnivora,Mephitidae,Mephitis,mephitis,Coyote,Dangermond,host and prey
D.06.28.23.B5,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.B5,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.28.23.B5,Pituophis catenifer,gopher snake,Squamata,Colubridae,Pituophis,catenifer,Coyote,Dangermond,host and prey
D.06.28.23.B6,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.B6,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.28.23.B7,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.28.23.B7,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.06.28.23.B7,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Bobcat,Dangermond,host and prey
D.06.28.23.B8,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.B8,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Bobcat,Dangermond,only host ID
D.06.28.23.B9,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.C1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.C10,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.06.28.23.C10,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.06.28.23.C11,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C11,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.C12,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.06.28.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.C2,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,Dangermond,host and prey
D.06.28.23.C2,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.28.23.C3,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C3,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.06.28.23.C3,Plestiodon skiltonianus,skilton's skink,Squamata,Scincidae,Plestiodon,skiltonianus,Coyote,Dangermond,host and prey
D.06.28.23.C3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.28.23.C3,Elgaria multicarinata,california alligator lizard,Squamata,Anguidae,Elgaria,multicarinata,Coyote,Dangermond,host and prey
D.06.28.23.C3,Urile pelagicus,pelagic cormorant,Suliformes,Phalacrocoracidae,Urile,pelagicus,Coyote,Dangermond,host and prey
D.06.28.23.C4,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C4,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.06.28.23.C4,Meleagris gallopavo,wild turkey,Galliformes,Phasianidae,Meleagris,gallopavo,Coyote,Dangermond,host and prey
D.06.28.23.C5,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C5,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.C6,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C6,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.C6,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.28.23.C6,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.28.23.C7,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,Coyote,Dangermond,host and prey
D.06.28.23.C7,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.C7,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Coyote,Dangermond,host and prey
D.06.28.23.C7,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.C7,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Coyote,Dangermond,host and prey
D.06.28.23.C7,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.06.28.23.F1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.F1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.06.28.23.F1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.06.28.23.F1,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.06.28.23.F1,Veromessor sp,harvestor ant,Hymenoptera,Formicidae,Veromessor,NA,Coyote,Dangermond,host and prey
D.06.28.23.P1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.28.23.P1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.11.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.07.11.23.B1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.07.11.23.B1,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Bobcat,Dangermond,host and prey
D.07.11.23.B1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.07.11.23.B2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.B2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.11.23.B2,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Coyote,Dangermond,host and prey
D.07.11.23.B2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,Dangermond,host and prey
D.07.11.23.B2,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.07.11.23.B3,Aphelocoma californica,western scrub jay,Passeriformes,Corvidae,Aphelocoma,californica,Bobcat,Dangermond,host and prey
D.07.11.23.B3,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.07.11.23.B3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Bobcat,Dangermond,host and prey
D.07.11.23.B3,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Bobcat,Dangermond,host and prey
D.07.11.23.B3,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.07.11.23.B3,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Bobcat,Dangermond,host and prey
D.07.11.23.B4,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.07.11.23.B4,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.07.11.23.B4,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Bobcat,Dangermond,host and prey
D.07.11.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.11.23.C1,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,Coyote,Dangermond,host and prey
D.07.11.23.C1,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.07.11.23.C1,Meleagris gallopavo,wild turkey,Galliformes,Phasianidae,Meleagris,gallopavo,Coyote,Dangermond,host and prey
D.07.11.23.C3,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.11.23.C3,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.11.23.C3,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.07.11.23.C4,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C4,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.11.23.C4,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.11.23.C5,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C5,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.07.11.23.C5,Phoca vitulina,harbor seal,Carnivora,Otariidae,Phoca,vitulina,Coyote,Dangermond,host and prey
D.07.11.23.C5,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.11.23.C6,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C6,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.07.11.23.C6,Urile pelagicus,pelagic cormorant,Suliformes,Phalacrocoracidae,Urile,pelagicus,Coyote,Dangermond,host and prey
D.07.11.23.C6,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.11.23.C7,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.11.23.C7,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.07.11.23.C7,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.11.23.C7,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Coyote,Dangermond,host and prey
D.07.11.23.C9,Puma concolor,puma,Carnivora,Felidae,Puma,concolor,Puma,Dangermond,host and prey
D.07.11.23.C9,Ravinia,ravinia,Diptera,Sarcophagidae,Ravinia,NA,Puma,Dangermond,host and prey
D.07.11.23.D1,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.11.23.D2,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.13.23.B2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.13.23.B2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.13.23.B2,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.07.13.23.D1,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.13.23.D2,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.13.23.D3,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.13.23.D4,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.07.13.23.U1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.07.13.23.U1,Onthophagus sp,dung beetle,Coleoptera,Scarabaeidae,Onthophagus,NA,Wild boar,Dangermond,host and prey
D.07.13.23.U2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.13.23.U3,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.18.23.B1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.18.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Coyote,Dangermond,host and prey
D.07.18.23.B1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,Dangermond,host and prey
D.07.18.23.B1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.18.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.18.23.C1,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Coyote,Dangermond,host and prey
D.07.18.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.18.23.C1,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.07.18.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.18.23.C2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.20.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
