LabID,ScatID,curated_species,common_name,broadtax,broadtax1,genus,family,order,species,host,site,guessed_sp,target,lon,lat,SampleSet
DLB2,D.07.13.23.B2,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4400129,34.45193483,GL
DLB2,D.07.13.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4400129,34.45193483,GL
DLB2,D.07.13.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4400129,34.45193483,GL
DLD1,D.07.13.23.D1,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,deer,target,-120.4522215,34.4495927,GL
DLD2,D.07.13.23.D2,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,deer,target,-120.452204,34.44966868,GL
DLD3,D.07.13.23.D3,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,deer,target,-120.4522702,34.45033774,GL
DLD4,D.07.13.23.D4,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,deer,target,-120.4392622,34.45198803,GL
DLF2,D.07.13.23.F2,Mephitis mephitis,striped skunk,Striped skunk,other terrestrial mammal,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,fox,No,-120.4370674,34.45434234,GL
DLF2,D.07.13.23.F2,Mephitis mephitis,striped skunk,Striped skunk,other terrestrial mammal,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,fox,No,-120.4370674,34.45434234,GL
DLF2,D.07.13.23.F2,Mephitis mephitis,striped skunk,Striped skunk,Striped skunk,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,fox,No,-120.4370674,34.45434234,GL
DLF2,D.07.13.23.F2,Mephitis mephitis,striped skunk,Striped skunk,Striped skunk,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,fox,No,-120.4370674,34.45434234,GL
DLF2,D.07.13.23.F2,Mephitis mephitis,striped skunk,Striped skunk,Striped skunk,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,fox,No,-120.4370674,34.45434234,GL
DLU1,D.07.13.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4390954,34.45217933,GL
DLU1,D.07.13.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4390954,34.45217933,GL
DLU1,D.07.13.23.U1,Onthophagus sp,dung beetle,Terrestrial insect,Terrestrial insect,Onthophagus,Scarabaeidae,Coleoptera,NA,no,Dangermond,bear,No,-120.4390954,34.45217933,GL
DLU1,D.07.13.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4390954,34.45217933,GL
DLU2,D.07.13.23.U2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4391271,34.45215618,GL
DLU2,D.07.13.23.U2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4391271,34.45215618,GL
DLU3,D.07.13.23.U3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4403203,34.45202664,GL
DLU3,D.07.13.23.U3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4403203,34.45202664,GL
DOB1,D.07.18.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOB1,D.07.18.23.B1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4445582,34.45876149,GL
DOC1,D.07.18.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Neotoma sp,woodrat,Small rodent,Small rodent,Neotoma,Cricetidae,Rodentia,NA,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Neotoma sp,woodrat,Small rodent,Small rodent,Neotoma,Cricetidae,Rodentia,NA,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC1,D.07.18.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.473856,34.46779341,GL
DOC2,D.07.18.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4735408,34.46783027,GL
DOC2,D.07.18.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4735408,34.46783027,GL
DOC2,D.07.18.23.C2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.4735408,34.46783027,GL
DOC2,D.07.18.23.C2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.4735408,34.46783027,GL
DQB1,D.07.20.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4408823,34.45235743,GL
DQB1,D.07.20.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4408823,34.45235743,GL
DQB1,D.07.20.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4408823,34.45235743,GL
DQC1,D.07.20.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4185015,34.453255,GL
DQC1,D.07.20.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.4185015,34.453255,GL
DQC1,D.07.20.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.4185015,34.453255,GL
DQC1,D.07.20.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.4185015,34.453255,GL
DQC1,D.07.20.23.C1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.4185015,34.453255,GL
DQC2,D.07.20.23.C2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,coyote,target,-120.4413835,34.45219091,GL
DQC2,D.07.20.23.C2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,coyote,target,-120.4413835,34.45219091,GL
DQU1,D.07.20.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4412235,34.4522208,GL
DQU1,D.07.20.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4412235,34.4522208,GL
DSB1,D.07.24.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4596581,34.51996235,GL
DSB1,D.07.24.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4596581,34.51996235,GL
DSB2,D.07.24.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.460141,34.51697626,GL
DSB2,D.07.24.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.460141,34.51697626,GL
DSB2,D.07.24.23.B2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bobcat,target,-120.460141,34.51697626,GL
DSB2,D.07.24.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.460141,34.51697626,GL
DSC1,D.07.24.23.C1,Arctocephalus townsendi,guadelupe fur seal,Guadelupe fur seal,Guadelupe fur seal,Arctocephalus,Otariidae,Carnivora,townsendi,no,Dangermond,coyote,No,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Spermophillus beecheyi,california ground squirrel,Small rodent,Small rodent,Spermophillus,Sciuridae,Rodentia,beecheyi,no,Dangermond,coyote,No,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Vulpes vulpes,red fox,Red fox,Red fox,Vulpes,Canidae,Carnivora,vulpes,no,Dangermond,coyote,No,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Vulpes vulpes,red fox,Red fox,Red fox,Vulpes,Canidae,Carnivora,vulpes,no,Dangermond,coyote,No,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4639769,34.51984651,GL
DSC1,D.07.24.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4639769,34.51984651,GL
DSC2,D.07.24.23.C2,Spermophillus beecheyi,california ground squirrel,Small rodent,Small rodent,Spermophillus,Sciuridae,Rodentia,beecheyi,no,Dangermond,coyote,No,-120.464117,34.51898604,GL
DSC2,D.07.24.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.464117,34.51898604,GL
DSC2,D.07.24.23.C2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.464117,34.51898604,GL
DSC2,D.07.24.23.C2,Spermophillus beecheyi,california ground squirrel,Small rodent,Small rodent,Spermophillus,Sciuridae,Rodentia,beecheyi,no,Dangermond,coyote,No,-120.464117,34.51898604,GL
DSC2,D.07.24.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.464117,34.51898604,GL
DSC2,D.07.24.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.464117,34.51898604,GL
DSH1,D.07.24.23.H1,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.464045,34.51923402,GL
DTU1,D.07.26.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4414553,34.45220031,GL
DTU1,D.07.26.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4414553,34.45220031,GL
DTU2,D.07.26.23.U2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.441401,34.45222204,GL
DTU2,D.07.26.23.U2,Meleagris gallopavo,wild turkey,Terrestrial bird,Terrestrial bird,Meleagris,Phasianidae,Galliformes,gallopavo,no,Dangermond,bear,No,-120.441401,34.45222204,GL
DTU2,D.07.26.23.U2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.441401,34.45222204,GL
DTU3,D.07.26.23.U3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4411162,34.45221365,GL
DTU3,D.07.26.23.U3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4411162,34.45221365,GL
DUB1,D.07.31.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4410698,34.45231164,GL
DUB1,D.07.31.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4410698,34.45231164,GL
DUB1,D.07.31.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4410698,34.45231164,GL
DUB1,D.07.31.23.B1,Sylvilagus bachmani,brush rabbit,Brush rabbit,Brush rabbit,Sylvilagus,Leporidae,Lagomorpha,bachmani,no,Dangermond,bobcat,No,-120.4410698,34.45231164,GL
DUB1,D.07.31.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4410698,34.45231164,GL
DUC1,D.07.31.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4445654,34.45788059,GL
DUC1,D.07.31.23.C1,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,coyote,No,-120.4445654,34.45788059,GL
DUC1,D.07.31.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4445654,34.45788059,GL
DUC1,D.07.31.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4445654,34.45788059,GL
DUC1,D.07.31.23.C1,Urile pelagicus,pelagic cormorant,Pelagic cormorant,Pelagic cormorant,Urile,Phalacrocoracidae,Suliformes,pelagicus,no,Dangermond,coyote,No,-120.4445654,34.45788059,GL
DUKH1,D.00.00.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442242,34.500704,EH
DUKH1,D.00.00.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442242,34.500704,EH
DUKH1,D.00.00.22.H1,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH1,D.00.00.22.H1,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH1,D.00.00.22.H1,Isogenoides sp,stonefly,Terrestrial insect,Terrestrial insect,Isogenoides,Perlodidae,Plecoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH10,D.00.00.22.H10,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Isogenoides sp,stonefly,Terrestrial insect,Terrestrial insect,Isogenoides,Perlodidae,Plecoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH10,D.00.00.22.H10,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Isogenoides sp,stonefly,Terrestrial insect,Terrestrial insect,Isogenoides,Perlodidae,Plecoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH11,D.00.00.22.H11,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442857,34.501017,EH
DUKH12,D.00.00.22.H12,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442755,34.501038,EH
DUKH12,D.00.00.22.H12,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442755,34.501038,EH
DUKH13,D.00.00.22.H13,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442755,34.501038,EH
DUKH13,D.00.00.22.H13,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442755,34.501038,EH
DUKH14,D.00.00.22.H14,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442242,34.500704,EH
DUKH14,D.00.00.22.H14,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH14,D.00.00.22.H14,Isogenoides sp,stonefly,Terrestrial insect,Terrestrial insect,Isogenoides,Perlodidae,Plecoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH14,D.00.00.22.H14,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.442242,34.500704,EH
DUKH14,D.00.00.22.H14,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,-120.442242,34.500704,EH
DUKH2,D.00.00.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.446802,34.457301,EH
DUKH2,D.00.00.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.446802,34.457301,EH
DUKH2,D.00.00.22.H2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,wild pig,target,-120.446802,34.457301,EH
DUKH3,D.00.00.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.446802,34.457301,EH
DUKH3,D.00.00.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.446802,34.457301,EH
DUKH4,D.00.00.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.45586,34.47217,EH
DUKH4,D.00.00.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.45586,34.47217,EH
DUKH4,D.00.00.22.H4,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.45586,34.47217,EH
DUKH5,D.00.00.22.H5,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.46,34.51,EH
DUKH6,D.00.00.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DUKH6,D.00.00.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DUKH7,D.00.00.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DUKH7,D.00.00.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DUKH7,D.00.00.22.H7,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,wild pig,No,NA,NA,EH
DUKH8,D.00.00.22.H8,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.45586,34.47217,EH
